tenure,monthly_charges,contract_type,support_calls,data_usage_gb,senior_citizen,TRUE_PROB,churn
9,55.54,Month-to-Month,1,1.93,0,0.6288,0
31,50.77,Two Year,3,6.34,0,0.1261,0
33,99.6,One Year,0,9.09,0,0.3333,1
19,93.45,One Year,1,0.5,0,0.569,0
49,73.05,Month-to-Month,0,0.5,0,0.183,0
30,55.51,One Year,4,12.27,0,0.2496,0
20,51.34,Two Year,1,15.7,0,0.133,0
12,79.84,Month-to-Month,1,7.42,0,0.7558,1
34,71.0,One Year,0,4.48,0,0.1572,1
38,62.1,Month-to-Month,3,14.93,0,0.3384,1
23,75.82,Two Year,3,10.44,1,0.4243,1
32,82.82,Month-to-Month,2,6.93,0,0.5736,0
62,61.92,Month-to-Month,1,3.08,0,0.0812,0
45,49.25,Month-to-Month,3,1.77,0,0.2022,0
7,38.58,One Year,2,4.34,0,0.3262,0
20,70.01,Month-to-Month,3,2.7,1,0.7652,1
27,108.34,One Year,2,3.32,0,0.6272,1
31,42.79,Two Year,0,5.8,0,0.0511,0
32,86.99,Two Year,2,1.48,0,0.2896,1
37,51.49,Month-to-Month,2,13.13,0,0.2327,0
28,55.52,Two Year,2,1.26,0,0.1485,0
30,83.3,One Year,3,5.25,0,0.4328,0
46,59.89,Month-to-Month,1,10.96,0,0.1535,0
34,69.97,Month-to-Month,1,5.31,1,0.4457,0
15,69.58,Month-to-Month,1,3.58,0,0.6519,1
31,51.52,Two Year,2,5.15,0,0.1057,0
27,82.9,Month-to-Month,2,15.11,0,0.606,1
9,63.77,Month-to-Month,1,37.19,0,0.5717,1
32,37.23,One Year,0,7.98,0,0.0569,0
16,47.15,One Year,2,12.62,0,0.251,0
47,20.0,One Year,0,0.5,0,0.0148,0
36,66.04,One Year,0,16.99,0,0.0992,1
15,91.08,Month-to-Month,2,24.64,0,0.793,1
46,44.06,Two Year,0,6.85,0,0.0217,0
56,76.71,Month-to-Month,0,11.21,0,0.1236,0
26,73.61,One Year,1,5.75,1,0.359,0
27,49.96,One Year,1,2.7,0,0.1466,0
44,95.73,Month-to-Month,3,15.3,0,0.5389,1
54,59.55,Two Year,0,7.27,1,0.03,0
11,105.21,Month-to-Month,3,6.93,0,0.9307,1
16,32.29,Month-to-Month,1,8.61,0,0.3133,0
23,59.62,Two Year,2,15.5,0,0.1744,0
25,61.99,One Year,0,10.53,0,0.1737,0
43,64.19,One Year,1,1.9,0,0.1006,0
54,79.33,Month-to-Month,1,5.03,0,0.1964,0
56,120.0,Two Year,1,31.42,0,0.13,0
10,74.1,Month-to-Month,6,6.47,0,0.9068,1
19,65.48,Month-to-Month,2,22.28,0,0.5596,1
14,43.08,Month-to-Month,1,13.43,0,0.4024,0
21,27.2,Month-to-Month,2,8.77,1,0.321,0
19,88.41,One Year,4,3.44,0,0.6999,1
36,54.06,Month-to-Month,1,2.9,0,0.235,0
39,117.08,Month-to-Month,1,8.25,0,0.6927,0
29,82.36,Month-to-Month,2,4.53,0,0.6104,1
28,71.83,One Year,1,12.83,1,0.2915,0
24,72.88,Two Year,1,11.43,0,0.2122,0
26,73.08,Month-to-Month,1,2.99,0,0.5325,0
61,51.11,One Year,0,9.7,0,0.0161,0
41,29.97,Month-to-Month,1,5.46,0,0.0859,0
25,53.99,One Year,1,3.12,0,0.1888,0
28,64.63,Month-to-Month,0,4.26,0,0.3624,0
37,52.04,Month-to-Month,3,18.06,0,0.2682,0
15,39.28,One Year,2,3.56,0,0.2435,0
32,50.04,Two Year,4,2.71,0,0.1566,0
40,85.71,Month-to-Month,0,3.47,0,0.3622,1
38,79.96,One Year,0,1.93,0,0.1719,0
19,68.43,One Year,2,6.29,0,0.3989,0
21,76.74,Two Year,1,1.28,0,0.3032,1
8,42.36,Month-to-Month,2,13.61,0,0.5456,0
42,49.09,Month-to-Month,0,2.05,0,0.1242,0
72,71.22,Two Year,2,7.29,0,0.0191,0
17,44.91,Month-to-Month,0,1.07,0,0.3573,1
50,67.17,Month-to-Month,2,30.7,0,0.1561,0
71,39.75,Month-to-Month,2,4.85,0,0.0286,0
23,32.01,Two Year,1,13.82,0,0.0628,0
28,79.72,Month-to-Month,0,11.71,0,0.4626,0
33,85.54,Two Year,0,10.01,0,0.1598,0
37,52.38,Month-to-Month,2,14.05,1,0.2884,0
34,34.59,Month-to-Month,2,0.85,0,0.1884,0
24,20.83,Month-to-Month,4,9.08,0,0.2827,0
40,101.84,Month-to-Month,1,2.47,1,0.6415,1
24,67.23,One Year,2,12.33,0,0.2987,0
35,52.84,One Year,2,25.15,0,0.0964,0
29,57.72,Month-to-Month,0,18.54,0,0.2514,1
10,26.73,Month-to-Month,2,0.98,0,0.4352,1
53,77.4,One Year,0,3.69,0,0.0679,1
21,105.0,Two Year,1,3.62,0,0.5258,0
56,49.34,One Year,0,1.04,1,0.0317,0
49,112.67,Two Year,3,0.83,0,0.3232,1
33,62.67,Month-to-Month,2,3.89,1,0.4655,1
38,98.34,Two Year,4,38.7,0,0.2845,1
40,71.14,Month-to-Month,2,6.73,1,0.4175,0
26,71.12,Month-to-Month,1,7.78,0,0.4845,0
27,101.88,Two Year,0,5.09,0,0.3463,1
39,80.65,Two Year,0,8.69,0,0.1024,0
29,72.5,One Year,1,25.11,0,0.1959,1
24,26.17,Month-to-Month,1,7.11,0,0.1874,0
19,34.86,Month-to-Month,1,0.54,0,0.3145,0
36,74.17,Month-to-Month,4,5.43,0,0.563,1
21,94.36,Two Year,0,39.42,0,0.2624,1
45,67.57,Month-to-Month,2,3.92,0,0.2746,1
46,53.17,Two Year,2,7.21,0,0.0458,0
38,28.22,Month-to-Month,0,0.9,0,0.0831,0
42,49.33,Two Year,1,1.22,0,0.045,0
38,67.62,Two Year,1,16.62,0,0.0823,0
43,47.87,Month-to-Month,0,2.86,0,0.112,0
42,45.71,Month-to-Month,1,2.92,1,0.1762,0
35,63.98,Two Year,2,3.92,0,0.1276,1
49,93.97,Month-to-Month,1,27.16,0,0.2877,0
27,78.69,One Year,2,0.71,0,0.3892,0
19,70.72,One Year,3,13.66,0,0.4452,1
19,68.77,Month-to-Month,0,3.34,0,0.5323,1
25,76.02,Two Year,3,15.15,0,0.3083,1
9,62.8,Month-to-Month,0,38.39,0,0.498,1
33,56.78,Two Year,2,3.43,0,0.1163,0
41,79.76,Month-to-Month,0,1.11,0,0.318,0
46,60.49,One Year,2,1.25,0,0.0952,0
11,41.23,Month-to-Month,2,11.38,0,0.5038,0
19,93.87,Month-to-Month,4,1.25,1,0.9104,1
44,27.6,Month-to-Month,3,2.41,1,0.147,0
26,95.37,One Year,2,1.83,1,0.6089,0
40,75.13,One Year,0,3.52,0,0.1285,0
14,45.62,Two Year,2,0.62,0,0.2207,1
56,65.49,Month-to-Month,3,15.54,0,0.165,0
14,56.42,One Year,1,15.74,0,0.2887,1
3,81.15,One Year,1,4.26,0,0.6811,0
32,80.76,Month-to-Month,2,7.58,1,0.6174,1
33,74.23,Month-to-Month,1,8.22,0,0.417,0
22,79.93,Month-to-Month,2,11.07,0,0.665,0
37,62.7,Month-to-Month,0,5.88,0,0.2264,0
38,100.23,Month-to-Month,0,5.71,0,0.514,1
36,89.47,One Year,1,7.98,0,0.2761,1
22,55.46,Month-to-Month,0,9.71,0,0.3459,0
20,81.22,One Year,1,3.41,1,0.5165,1
23,79.47,Two Year,0,3.21,0,0.2357,0
18,59.8,One Year,1,2.51,0,0.2928,0
50,58.23,One Year,2,6.37,0,0.0665,0
25,89.29,Month-to-Month,3,3.57,0,0.7766,1
32,64.71,Two Year,1,6.22,0,0.1208,0
44,70.2,Month-to-Month,3,4.17,0,0.3571,0
18,93.02,One Year,0,14.5,0,0.4703,1
13,115.67,Two Year,3,0.61,0,0.8174,1
18,54.47,One Year,2,6.79,0,0.2922,1
34,60.58,One Year,0,6.86,0,0.1115,0
32,66.48,Month-to-Month,1,3.87,1,0.4439,1
36,66.93,Month-to-Month,2,4.37,0,0.3854,0
28,72.53,One Year,3,12.88,0,0.3426,0
6,55.2,Month-to-Month,2,2.64,1,0.7785,1
27,39.68,One Year,1,16.41,0,0.0889,0
47,100.08,Month-to-Month,1,18.13,0,0.3955,0
53,77.24,Two Year,1,8.41,0,0.0557,0
31,56.63,Month-to-Month,1,11.86,0,0.2914,1
32,73.74,Month-to-Month,4,7.59,0,0.6033,1
40,101.66,One Year,1,5.96,0,0.3208,0
52,49.24,Month-to-Month,0,27.21,0,0.0522,0
29,69.22,Month-to-Month,6,2.66,0,0.7354,1
40,37.2,Month-to-Month,1,1.34,1,0.1624,0
22,62.63,Month-to-Month,0,2.71,0,0.438,0
14,77.33,Month-to-Month,2,7.63,0,0.7563,1
23,42.71,Month-to-Month,1,1.64,0,0.3197,0
58,61.26,One Year,5,19.16,0,0.0806,0
40,81.0,Month-to-Month,2,4.23,0,0.4441,0
15,76.78,Two Year,1,15.17,0,0.3324,1
41,41.85,Month-to-Month,3,2.29,0,0.2025,0
16,72.48,Month-to-Month,0,3.01,0,0.6093,1
35,76.17,Month-to-Month,1,0.5,0,0.4205,0
18,67.16,Two Year,2,2.38,0,0.3231,1
15,86.79,Month-to-Month,1,5.39,0,0.7737,1
62,53.21,One Year,4,23.37,0,0.0352,0
25,73.25,Month-to-Month,2,3.94,0,0.6058,1
40,41.7,Month-to-Month,1,8.17,0,0.1315,0
30,32.99,Two Year,2,4.46,0,0.0624,0
17,80.62,Month-to-Month,2,0.5,0,0.7728,1
26,65.41,Month-to-Month,1,5.6,0,0.4495,0
17,55.73,Two Year,1,0.55,0,0.2137,1
72,43.7,One Year,3,17.21,0,0.0124,0
43,81.54,Two Year,2,11.19,0,0.1303,0
30,34.84,One Year,0,3.81,0,0.0631,0
39,84.86,One Year,2,8.18,1,0.3219,0
42,74.02,Two Year,3,0.95,0,0.1576,1
42,35.84,Month-to-Month,1,9.7,0,0.0956,0
41,67.52,One Year,2,13.84,0,0.1326,0
39,118.07,One Year,1,13.8,1,0.5084,0
31,88.79,Month-to-Month,1,2.68,0,0.5896,0
60,48.44,Month-to-Month,1,2.45,0,0.0577,0
32,79.33,Month-to-Month,3,5.9,0,0.6041,1
30,36.68,One Year,1,27.48,0,0.0592,0
32,37.57,Month-to-Month,4,20.26,0,0.2664,0
33,63.65,Two Year,1,3.57,1,0.1456,0
11,76.03,Month-to-Month,4,12.11,0,0.848,1
18,81.23,One Year,2,20.34,0,0.4638,0
28,81.5,Month-to-Month,1,2.42,1,0.6456,0
11,74.9,One Year,1,14.19,0,0.4845,1
30,32.72,One Year,1,2.49,0,0.0758,0
33,63.78,One Year,2,3.36,1,0.2537,0
14,84.37,Two Year,2,1.77,1,0.5961,0
21,73.87,Two Year,2,5.66,0,0.3205,0
54,68.64,Month-to-Month,2,14.83,0,0.1624,0
39,71.58,Month-to-Month,2,6.01,0,0.3755,1
38,71.25,One Year,1,1.05,0,0.1665,1
50,25.7,Month-to-Month,2,2.32,0,0.0592,0
19,88.1,Month-to-Month,0,6.62,0,0.6833,0
14,62.79,One Year,1,7.0,0,0.3598,1
47,79.15,Month-to-Month,2,6.88,0,0.3175,0
28,20.0,Month-to-Month,2,0.64,1,0.214,0
18,98.22,Two Year,3,11.21,0,0.6037,1
72,41.87,Month-to-Month,0,19.21,0,0.0142,0
11,115.83,Month-to-Month,2,5.72,0,0.9377,1
32,107.38,Month-to-Month,0,10.15,0,0.639,1
27,38.5,Two Year,4,19.63,0,0.1153,0
24,81.34,Two Year,2,8.23,1,0.3946,1
7,44.66,One Year,1,8.97,1,0.375,1
60,52.21,Month-to-Month,2,10.22,0,0.0755,0
12,52.66,Two Year,0,2.41,0,0.1913,1
25,73.96,One Year,0,6.99,0,0.2456,0
23,71.49,Two Year,3,14.77,0,0.2966,1
39,40.97,One Year,1,2.81,0,0.0575,1
11,73.8,Month-to-Month,0,18.2,0,0.6337,1
37,60.92,Month-to-Month,1,7.75,0,0.2585,1
32,28.59,Month-to-Month,0,4.4,0,0.1086,0
20,56.32,Month-to-Month,0,7.81,0,0.3858,0
36,98.21,One Year,4,4.11,0,0.5286,0
30,56.99,Two Year,1,14.56,1,0.1244,0
67,28.29,One Year,5,5.27,0,0.0196,0
27,81.29,Month-to-Month,2,18.52,0,0.5932,1
17,46.45,Month-to-Month,2,5.7,0,0.4803,1
37,69.29,Month-to-Month,1,8.64,1,0.381,1
25,61.56,Month-to-Month,1,48.75,0,0.2861,0
29,100.23,Month-to-Month,3,1.27,1,0.8429,1
14,61.57,One Year,0,10.68,1,0.348,1
40,42.11,Month-to-Month,1,1.2,0,0.1455,0
23,55.62,Two Year,2,14.6,0,0.1632,0
34,40.42,Month-to-Month,0,7.26,0,0.1407,0
72,60.81,Two Year,0,22.27,0,0.0065,0
26,100.4,Month-to-Month,0,16.08,0,0.6525,1
42,89.97,Month-to-Month,1,0.62,0,0.4386,0
27,105.82,One Year,1,1.18,0,0.564,1
20,74.59,One Year,0,7.35,0,0.3083,0
55,67.86,Month-to-Month,1,5.84,0,0.1373,0
9,45.03,Month-to-Month,2,1.48,0,0.6017,1
48,70.39,Month-to-Month,2,1.11,0,0.2668,0
8,62.39,One Year,0,6.64,0,0.3787,0
45,80.57,Two Year,1,0.5,0,0.1041,1
30,42.55,Month-to-Month,2,16.55,0,0.2438,0
17,66.05,Month-to-Month,3,13.16,1,0.7396,0
24,33.53,Two Year,1,12.31,0,0.0646,0
41,71.75,Month-to-Month,5,0.5,0,0.546,1
71,78.52,One Year,1,0.5,0,0.0335,0
11,32.57,Month-to-Month,1,6.39,0,0.3813,1
18,38.2,One Year,1,41.52,0,0.1023,0
13,39.08,Month-to-Month,0,3.35,0,0.3587,0
27,61.45,Month-to-Month,2,3.38,0,0.4771,0
46,37.05,Month-to-Month,1,1.15,1,0.117,0
12,92.57,One Year,1,8.98,0,0.6319,0
29,73.72,One Year,0,8.32,0,0.2021,1
45,76.98,One Year,2,0.85,0,0.1671,0
23,33.22,One Year,2,5.04,0,0.1308,0
5,90.86,Month-to-Month,0,8.8,0,0.8403,1
32,77.99,Month-to-Month,1,5.44,1,0.5371,0
53,51.35,Two Year,3,8.98,0,0.0375,0
16,34.16,Month-to-Month,1,13.55,1,0.3763,1
10,63.48,Month-to-Month,2,9.26,0,0.7117,1
35,55.67,Month-to-Month,1,7.66,0,0.2522,0
35,56.5,Month-to-Month,0,15.37,1,0.2401,0
22,50.89,Month-to-Month,3,18.47,0,0.4514,1
20,79.43,Two Year,1,3.94,0,0.3234,0
30,20.0,Two Year,2,1.52,0,0.0425,0
16,93.6,Two Year,8,13.62,0,0.8367,1
16,84.96,Two Year,0,1.92,0,0.379,1
41,69.21,Two Year,3,21.16,0,0.1085,0
15,62.12,Month-to-Month,3,0.5,0,0.7141,1
10,86.66,Month-to-Month,2,20.33,0,0.8214,1
20,64.15,One Year,1,7.12,1,0.3545,0
23,59.43,Month-to-Month,0,11.92,0,0.3623,0
37,87.77,Month-to-Month,1,4.07,0,0.4853,0
21,106.87,Month-to-Month,0,38.35,1,0.7501,1
57,45.58,Month-to-Month,3,2.07,0,0.0994,0
31,73.5,Month-to-Month,5,2.46,0,0.6997,1
19,43.27,Month-to-Month,1,0.5,0,0.3871,0
36,75.03,Month-to-Month,1,22.57,0,0.324,0
56,49.44,Two Year,0,4.87,0,0.0143,0
40,89.23,One Year,0,8.99,0,0.1795,1
12,63.0,Two Year,1,9.3,0,0.2905,0
24,65.93,Month-to-Month,2,16.6,0,0.5071,0
33,97.62,Month-to-Month,1,8.75,0,0.6072,1
40,50.34,One Year,2,6.6,0,0.0915,1
27,78.7,Month-to-Month,2,9.91,0,0.6008,1
25,52.33,One Year,2,11.12,0,0.1983,1
66,88.93,One Year,1,1.65,0,0.0617,0
41,100.74,One Year,1,0.93,0,0.3178,0
36,59.74,Two Year,2,0.62,0,0.1096,0
22,21.12,Month-to-Month,1,3.75,0,0.1881,0
16,51.24,Month-to-Month,1,5.51,0,0.4826,0
37,113.65,One Year,3,7.65,0,0.5836,1
43,53.16,Month-to-Month,1,25.37,0,0.1248,1
29,100.42,Month-to-Month,3,3.21,0,0.796,1
41,52.87,Month-to-Month,1,11.45,0,0.1652,0
41,52.38,Month-to-Month,2,6.06,0,0.2079,0
44,80.58,Month-to-Month,3,1.99,0,0.445,1
12,78.19,Month-to-Month,0,7.64,1,0.7541,1
24,82.04,One Year,1,27.33,0,0.3057,1
38,65.1,One Year,2,1.06,0,0.1709,0
30,85.69,One Year,2,5.66,0,0.3841,0
41,84.23,One Year,1,0.5,0,0.2021,0
36,87.98,Month-to-Month,3,3.1,0,0.6241,1
7,52.53,Month-to-Month,1,7.75,1,0.6775,1
50,85.67,Month-to-Month,4,14.71,0,0.4267,0
23,54.57,Two Year,2,10.48,0,0.1676,0
18,61.86,One Year,4,4.97,0,0.4826,1
49,61.45,Month-to-Month,1,19.19,0,0.1287,0
40,45.04,Month-to-Month,1,2.88,0,0.1535,0
52,30.29,Two Year,2,11.22,0,0.0143,0
34,89.47,One Year,1,5.14,0,0.3129,1
24,50.96,Two Year,2,18.31,0,0.1264,1
32,59.61,Month-to-Month,3,12.77,0,0.4133,1
16,50.39,Month-to-Month,4,18.54,0,0.6016,1
13,59.87,One Year,1,1.93,0,0.3658,0
21,54.88,One Year,1,8.82,0,0.2168,0
60,90.58,One Year,0,10.73,0,0.066,0
22,53.19,One Year,0,10.85,0,0.1554,0
10,99.29,One Year,1,5.61,0,0.7211,1
27,87.79,One Year,1,0.5,0,0.4048,1
22,55.51,Month-to-Month,2,2.42,0,0.501,1
50,71.4,Month-to-Month,0,3.12,0,0.1614,0
58,75.39,Two Year,1,15.29,0,0.0357,0
23,81.83,Month-to-Month,2,14.71,0,0.654,0
34,83.81,Month-to-Month,1,0.88,0,0.515,1
35,68.73,One Year,2,23.94,0,0.164,0
29,45.91,Two Year,2,1.61,0,0.1059,1
26,77.82,Month-to-Month,1,4.28,0,0.5629,0
17,60.27,Month-to-Month,4,1.94,0,0.7192,0
9,20.0,Two Year,1,15.75,0,0.0882,1
17,72.81,Two Year,3,11.07,1,0.4739,0
28,50.32,One Year,3,3.49,0,0.2132,0
12,55.83,Month-to-Month,0,9.16,0,0.4953,0
33,65.12,Month-to-Month,5,1.63,0,0.61,0
30,33.93,One Year,3,3.85,0,0.1166,0
22,67.78,Two Year,1,3.79,0,0.2247,0
25,58.67,Two Year,1,2.17,0,0.1479,0
14,47.46,Month-to-Month,2,16.72,0,0.4987,0
44,65.92,Month-to-Month,3,9.09,0,0.3064,0
44,31.2,Month-to-Month,1,2.63,0,0.0821,0
15,66.51,Two Year,1,2.22,0,0.298,0
15,74.41,One Year,0,0.5,0,0.4014,0
17,71.1,Month-to-Month,0,3.4,0,0.5728,1
39,80.78,Month-to-Month,1,5.99,0,0.3942,1
35,88.31,One Year,0,2.6,0,0.246,0
48,63.37,Month-to-Month,0,9.64,0,0.1262,0
51,86.91,Two Year,1,4.24,0,0.0878,0
12,63.3,One Year,0,3.04,0,0.3533,1
38,51.01,Month-to-Month,2,22.38,0,0.1936,0
50,57.14,Month-to-Month,3,2.44,0,0.1985,0
25,70.34,Two Year,2,4.06,0,0.2555,0
29,86.7,Month-to-Month,1,3.85,0,0.5959,0
27,65.03,Month-to-Month,3,2.21,0,0.5716,1
27,51.53,Two Year,1,1.96,0,0.1074,0
44,93.89,Two Year,4,2.88,0,0.2909,1
65,36.3,Two Year,1,15.97,0,0.0059,0
56,51.66,Month-to-Month,1,11.66,1,0.0931,0
22,82.86,Month-to-Month,2,9.14,0,0.6955,1
34,100.33,Month-to-Month,3,4.89,0,0.7455,0
19,74.61,Month-to-Month,0,5.67,0,0.5727,0
20,70.0,One Year,1,2.49,1,0.4217,1
28,59.18,Month-to-Month,0,0.62,0,0.3237,0
20,75.96,One Year,1,3.22,0,0.4012,0
21,67.59,Month-to-Month,2,5.47,0,0.5998,1
33,49.91,Month-to-Month,2,0.5,0,0.2994,0
38,58.82,Two Year,2,0.74,0,0.0986,0
37,47.65,Month-to-Month,4,2.44,1,0.4015,0
37,65.27,Month-to-Month,1,3.66,0,0.297,1
14,68.24,Month-to-Month,2,4.0,1,0.7647,1
19,97.69,Month-to-Month,0,1.0,0,0.7607,1
30,53.05,Month-to-Month,1,2.05,1,0.3731,1
49,61.38,Month-to-Month,3,2.43,0,0.2351,0
72,90.18,One Year,3,0.56,0,0.0757,0
34,101.1,Two Year,0,3.16,0,0.2567,0
42,74.49,Month-to-Month,2,0.6,0,0.3748,1
13,59.93,Month-to-Month,1,9.72,0,0.5763,0
41,55.54,One Year,1,3.9,0,0.0816,0
72,28.14,Month-to-Month,4,3.17,0,0.0304,0
19,46.44,One Year,0,1.08,0,0.1658,0
22,67.03,One Year,0,2.05,0,0.2561,0
45,61.38,Month-to-Month,0,2.12,0,0.1601,0
30,77.47,Two Year,1,33.71,0,0.1385,0
9,61.1,Two Year,3,14.43,0,0.414,1
22,50.48,Two Year,1,0.5,0,0.1376,0
57,71.83,Month-to-Month,2,7.67,0,0.1612,1
25,115.11,One Year,1,2.36,0,0.6564,1
25,58.65,Two Year,0,0.88,0,0.1218,0
43,67.78,Month-to-Month,3,9.78,0,0.3284,1
35,81.94,Two Year,2,1.13,0,0.2243,0
25,53.57,Month-to-Month,2,4.69,0,0.4333,1
21,90.46,Month-to-Month,1,8.0,0,0.7193,1
72,33.42,One Year,0,6.47,0,0.0048,0
53,56.85,One Year,2,30.4,0,0.0386,0
37,58.78,One Year,2,12.32,1,0.1613,0
39,68.02,Two Year,2,11.9,0,0.1081,0
27,25.57,Month-to-Month,1,3.52,0,0.1604,0
35,92.05,Month-to-Month,2,0.5,0,0.6308,0
26,73.28,Two Year,2,10.61,0,0.2403,0
18,87.46,Month-to-Month,1,50.0,0,0.5923,1
35,97.26,One Year,3,4.17,0,0.473,0
25,50.19,Month-to-Month,4,33.88,0,0.4161,0
36,20.0,Month-to-Month,0,1.22,0,0.0696,0
40,87.93,Month-to-Month,4,2.81,0,0.6356,1
37,59.27,Month-to-Month,1,1.5,0,0.2631,0
17,42.34,Two Year,4,5.16,0,0.2434,0
23,76.53,One Year,2,12.76,0,0.3784,0
25,114.27,One Year,5,3.33,0,0.8344,1
47,62.82,Month-to-Month,2,18.94,0,0.182,0
46,84.02,Month-to-Month,0,6.3,0,0.2689,0
20,45.25,Month-to-Month,2,5.01,0,0.4313,1
14,31.26,Month-to-Month,3,12.37,0,0.4306,1
72,83.28,Month-to-Month,2,0.86,0,0.1173,0
36,75.92,Month-to-Month,1,11.89,0,0.3636,0
13,55.69,Month-to-Month,1,2.23,0,0.5726,0
22,99.12,Month-to-Month,3,2.64,0,0.8569,1
48,29.71,Month-to-Month,2,7.32,0,0.0727,0
72,40.4,One Year,3,18.58,0,0.0108,0
68,54.14,Month-to-Month,5,6.91,0,0.1035,1
36,57.87,Month-to-Month,1,8.37,0,0.251,0
29,94.31,Two Year,1,11.99,1,0.3561,0
16,65.98,Month-to-Month,3,2.4,0,0.7192,1
31,61.14,Two Year,2,14.05,0,0.1289,0
18,39.6,Month-to-Month,2,4.33,0,0.4164,0
24,86.73,Two Year,2,1.55,0,0.4017,1
45,42.27,Month-to-Month,1,3.45,0,0.1096,0
26,39.51,One Year,5,2.26,0,0.2623,1
25,56.99,Month-to-Month,0,2.08,0,0.3464,0
29,68.26,One Year,2,2.66,1,0.3441,0
72,50.6,Month-to-Month,2,1.6,0,0.0402,0
15,79.14,Month-to-Month,1,8.81,0,0.7036,1
34,59.34,One Year,0,6.94,1,0.1373,0
65,86.06,Month-to-Month,0,8.36,0,0.1057,0
29,75.1,Two Year,1,3.37,0,0.2004,0
52,100.83,Month-to-Month,1,11.75,1,0.4162,0
13,56.16,Month-to-Month,3,1.11,0,0.6887,0
26,81.88,One Year,2,6.77,0,0.4023,0
19,29.26,Month-to-Month,2,2.58,0,0.3237,0
28,120.0,Month-to-Month,1,6.0,0,0.826,1
29,80.88,One Year,1,3.13,0,0.3171,0
30,59.07,One Year,3,12.5,0,0.2203,1
44,59.82,Two Year,2,17.75,0,0.0556,0
7,60.06,Month-to-Month,0,10.86,0,0.6087,0
21,101.8,Month-to-Month,2,1.54,0,0.843,0
33,82.97,Month-to-Month,2,2.57,1,0.6466,1
9,56.13,Month-to-Month,3,20.14,0,0.6847,1
40,40.22,One Year,1,4.6,1,0.0701,0
21,88.92,Month-to-Month,2,22.67,0,0.7163,0
27,81.77,Month-to-Month,1,3.99,0,0.5882,1
45,79.13,Month-to-Month,2,24.25,0,0.2861,1
54,63.33,One Year,3,20.8,1,0.0881,1
40,59.01,Two Year,2,8.64,0,0.0763,0
15,98.7,One Year,1,0.5,0,0.6703,0
39,100.57,Month-to-Month,1,4.09,0,0.5594,1
41,77.8,One Year,1,19.37,0,0.1363,0
37,84.4,One Year,2,17.31,1,0.3099,0
58,69.72,Month-to-Month,2,1.66,0,0.161,0
31,37.6,Month-to-Month,4,4.08,1,0.4053,1
57,45.41,Month-to-Month,3,14.44,0,0.0849,0
57,87.92,Month-to-Month,3,6.9,1,0.3854,0
41,90.47,Two Year,2,15.03,0,0.1763,1
34,86.08,Month-to-Month,2,14.02,0,0.5389,1
37,71.92,Month-to-Month,1,19.04,0,0.3017,0
64,86.83,Two Year,1,1.0,0,0.0449,0
49,63.84,Two Year,0,1.26,0,0.0383,0
16,77.43,One Year,0,0.69,0,0.413,1
36,60.91,Month-to-Month,3,21.9,0,0.3322,0
18,43.86,Month-to-Month,0,5.16,0,0.3247,0
20,82.29,Month-to-Month,3,0.53,0,0.7852,1
24,90.5,Month-to-Month,2,3.1,0,0.7465,1
13,114.48,Month-to-Month,3,3.46,0,0.9451,1
18,70.28,One Year,3,13.27,1,0.5449,1
59,44.04,Month-to-Month,2,10.64,0,0.0586,0
20,58.43,Month-to-Month,0,9.35,0,0.3972,0
44,62.28,Month-to-Month,2,0.5,0,0.2506,0
32,67.97,One Year,1,19.33,0,0.1593,0
39,74.42,One Year,1,1.94,0,0.1717,0
39,72.26,One Year,1,7.93,0,0.1433,0
17,80.54,Month-to-Month,1,0.51,0,0.7185,1
44,68.95,Month-to-Month,0,0.68,0,0.2047,0
14,20.49,Month-to-Month,2,0.5,0,0.3223,1
20,69.54,Month-to-Month,0,6.68,0,0.5099,0
39,66.73,Two Year,1,7.94,1,0.1106,0
16,76.01,Two Year,2,0.5,1,0.4916,1
8,57.77,One Year,3,2.75,0,0.5371,1
35,69.47,Two Year,3,15.25,0,0.1613,1
11,76.12,One Year,0,0.85,0,0.4734,0
41,61.8,Month-to-Month,1,1.95,0,0.2355,1
25,78.52,Two Year,1,4.42,0,0.2564,0
35,66.4,Month-to-Month,0,14.78,0,0.2528,0
34,68.13,One Year,2,2.35,0,0.2146,0
43,20.0,Month-to-Month,0,46.85,0,0.0252,0
40,42.12,Month-to-Month,0,3.51,1,0.1464,0
16,42.18,One Year,0,3.91,1,0.2069,1
26,69.33,Month-to-Month,2,1.04,0,0.566,0
35,90.43,Month-to-Month,1,9.12,0,0.5233,0
57,62.63,Month-to-Month,2,2.23,0,0.1333,0
40,81.97,Month-to-Month,1,7.93,1,0.4511,0
55,77.97,Two Year,3,2.02,1,0.1153,0
36,67.8,One Year,3,3.93,0,0.2394,0
49,76.48,Month-to-Month,1,15.54,0,0.2024,0
33,69.92,Month-to-Month,1,10.74,0,0.3628,0
48,62.15,Two Year,3,1.34,0,0.0758,0
24,72.82,Month-to-Month,0,7.49,0,0.4701,1
60,93.93,Month-to-Month,1,7.92,0,0.2134,0
38,74.45,Month-to-Month,0,0.76,1,0.3856,0
13,69.36,Two Year,1,5.02,0,0.3409,0
35,47.45,Month-to-Month,4,2.42,0,0.3554,0
40,93.32,Month-to-Month,2,5.04,0,0.5476,1
45,36.86,Month-to-Month,2,12.01,0,0.1002,0
