text,clean,star,vader_compound,token_count,log_token_count,resid_m1,star_bin_1,star_bin_5
Not facing any trouble in using it,not facing any trouble in using it,3,0.3089,3,1.3862943611198906,-0.20820312672529173,0,0
How i get game ?,how i get game,3,0.0,2,1.0986122886681098,0.2879775414337784,0,0
Not really necessary,not really necessary,3,0.0,2,1.0986122886681098,0.2879775414337784,0,0
No peer certificate I have uninstalled and reinstalled it so many times. It works fine the first time after that whenever I try to upload a post  it says no peer certificate.???!!!!,no peer certificate i have uninstalled and reinstalled it so many times it works fine the first time after that whenever i try to upload a post it says no peer certificate,3,-0.6495,17,2.8903717578961645,1.3312580334030757,0,0
Nice but Please add feature bottom copy paste like toichpal.keyboard..,nice but please add feature bottom copy paste like toichpal keyboard,3,0.7964,10,2.3978952727983707,-0.9912658516445099,0,0
Gr8 Problem is failure to download some apps,gr problem is failure to download some apps,3,-0.3182,4,1.6094379124341003,0.7990966369605381,0,0
Nic app,nic app,3,0.0,2,1.0986122886681098,0.2879775414337784,0,0
Too many permissions...,too many permissions,3,0.0,2,1.0986122886681098,0.2879775414337784,0,0
Shfh Sooper,shfh sooper,3,0.0,2,1.0986122886681098,0.2879775414337784,0,0
Idk Idk,idk idk,3,-0.2023,2,1.0986122886681098,0.612928493743846,0,0
Good effort  but needs improvement. Lots of customizable features for image and video recording. But a major deal breaker is I can't get it to mute the shutter or video recording sounding chime. Hopefully  they improve this flaw in the future.,good effort but needs improvement lots of customizable features for image and video recording but a major deal breaker is i can t get it to mute the shutter or video recording sounding chime hopefully they improve this flaw in the future,3,0.9239,24,3.2188758248682006,-1.1960668720079983,0,0
"Pretty great. Could do with the info some more of the smaller handbooks like """"People of the North"""" and """"Armour Masters Handbook"""" etc.",pretty great could do with the info some more of the smaller handbooks like people of the north and armour masters handbook etc,3,0.8689,13,2.6390573296152584,-1.107721333811984,0,0
I like this app. Good ONE,i like this app good one,3,0.6597,4,1.6094379124341003,-0.7716870321645981,0,0
For some reason the background only plays a 5 second music then shuts off while voices stay on the whole time  it used to play both throughout the whole session. Fix that 5 stars please this was my favorite app. :/,for some reason the background only plays a second music then shuts off while voices stay on the whole time it used to play both throughout the whole session fix that stars please this was my favorite app,3,0.743,20,3.044522437723423,-0.9054903654687436,0,0
Good I like this,good i like this,3,0.6597,2,1.0986122886681098,-0.7716870321645981,0,0
Takes too much storage,takes too much storage,3,0.0,3,1.3862943611198906,0.2879775414337784,0,0
Okkkkk,okkkkk,3,0.0,1,0.6931471805599453,0.2879775414337784,0,0
Gud app,gud app,3,0.0,2,1.0986122886681098,0.2879775414337784,0,0
Ayaz Ayaz,ayaz ayaz,3,0.0,2,1.0986122886681098,0.2879775414337784,0,0
Sadashiv Kale,sadashiv kale,3,0.0,2,1.0986122886681098,0.2879775414337784,0,0
Sah dude Poo 🔥,sah dude poo,3,0.0,3,1.3862943611198906,0.2879775414337784,0,0
Good Sooo nice,good sooo nice,3,0.6908,3,1.3862943611198906,-0.8216424183081621,0,0
No obvious sharing feature,no obvious sharing feature,3,0.1531,3,1.3862943611198906,0.04205568874632748,0,0
IT'S OK I'm going to have to update my Google play so I can get the new hangouts,it s ok i m going to have to update my google play so i can get the new hangouts,3,0.6523,7,2.0794415416798357,-0.7598005415709523,0,0
I wish it would load faster  I know my old phone had a two gigabyte file of thumbnails I'd be OK with it.,i wish it would load faster i know my old phone had a two gigabyte file of thumbnails i d be ok with it,3,0.6841,11,2.4849066497880004,-0.8108803254733754,0,0
Nice app.. but. 1. The video recorder doesn't have a pause button. 2. Slow focus. 3. No flash torch option at the video recorder and 4. It's extremely time consuming to switch to video mode to camera mode.. I mean. Just make a button for it..,nice app but the video recorder doesn t have a pause button slow focus no flash torch option at the video recorder and it s extremely time consuming to switch to video mode to camera mode i mean just make a button for it,3,-0.2263,24,3.2188758248682006,0.6514792740475612,0,0
Iight,iight,3,0.0,1,0.6931471805599453,0.2879775414337784,0,0
AD Yadav,ad yadav,3,0.0,1,0.6931471805599453,0.2879775414337784,0,0
Very nice,very nice,3,0.4754,1,0.6931471805599453,-0.4756491650823169,0,0
Md Shamim,md shamim,3,0.0,1,0.6931471805599453,0.2879775414337784,0,0
Rathod Gaurav,rathod gaurav,3,0.0,2,1.0986122886681098,0.2879775414337784,0,0
convenience tool for user,convenience tool for user,3,0.0,3,1.3862943611198906,0.2879775414337784,0,0
Its good but not for rar files,its good but not for rar files,3,0.2382,3,1.3862943611198906,-0.09463895308059644,0,0
Excellent app Great UI upgrade. Kernel went unstable after updating. Performance output of device goes haywire and device heating up faster than ever.,excellent app great ui upgrade kernel went unstable after updating performance output of device goes haywire and device heating up faster than ever,3,0.743,17,2.8903717578961645,-0.9054903654687436,0,0
The songs I download end up getting deleted and downloaded back which I'd really annoying please fix!,the songs i download end up getting deleted and downloaded back which i d really annoying please fix,3,-0.1795,11,2.4849066497880004,0.5763052524553163,0,0
Add note اضافه کردن یادداشت,add note,3,0.0,2,1.0986122886681098,0.2879775414337784,0,0
How to draw them,how to draw them,3,0.0,1,0.6931471805599453,0.2879775414337784,0,0
To clingy It won't let me go to YouTube without updating it,to clingy it won t let me go to youtube without updating it,3,0.0,5,1.791759469228055,0.2879775414337784,0,0
Good app except for... it doesn't respond to screen taps half the time on LG G2  making it difficult and annoying to navigate. Also is not downloading NYTimes puzzle  despite correct account info entry.,good app except for it doesn t respond to screen taps half the time on lg g making it difficult and annoying to navigate also is not downloading nytimes puzzle despite correct account info entry,3,-0.3182,21,3.091042453358316,0.7990966369605381,0,0
Khon,khon,3,0.0,1,0.6931471805599453,0.2879775414337784,0,0
Needs to allow download in any country,needs to allow download in any country,3,0.2263,4,1.6094379124341003,-0.07552419118000442,0,0
It's good enough Blah,it s good enough blah,3,0.3612,3,1.3862943611198906,-0.29221170213713776,0,0
Data off By using this can I switched off certain app data..it means my mobile data should be ON and i dnt get any notifications from that app..even i open that app..i should not get any notifications..even i cant do anything because for that app net is off,data off by using this can i switched off certain app data it means my mobile data should be on and i dnt get any notifications from that app even i open that app i should not get any notifications even i cant do anything because for that app net is off,3,0.2732,23,3.1780538303479458,-0.15085884102351477,0,0
Try to consume less battery,try to consume less battery,3,0.0,4,1.6094379124341003,0.2879775414337784,0,0
Access denied After upgrade SGN3 4.4.2 The external media becomes access denied for no media excl and can't even create directory,access denied after upgrade sgn the external media becomes access denied for no media excl and can t even create directory,3,-0.8322,14,2.70805020110221,1.624725848465109,0,0
Problems Will restart song several times when playing over mobile data.,problems will restart song several times when playing over mobile data,3,-0.2263,8,2.1972245773362196,0.6514792740475612,0,0
K This app y not update plz solve this problem,k this app y not update plz solve this problem,3,-0.5445,5,1.791759469228055,1.162598369574321,0,0
Its ok,its ok,3,0.296,0,0.0,-0.18748208231204444,0,0
Cool,cool,3,0.3182,1,0.6931471805599453,-0.2231415540929813,0,0
It's very super,it s very super,3,0.6361,1,0.6931471805599453,-0.7337787648659444,0,0
Thanks,thanks,3,0.4404,1,0.6931471805599453,-0.4194292771393986,0,0
Good,good,3,0.4404,1,0.6931471805599453,-0.4194292771393986,0,0
Good prgrm,good prgrm,3,0.4404,2,1.0986122886681098,-0.4194292771393986,0,0
memory drain used to be great,memory drain used to be great,3,0.6249,4,1.6094379124341003,-0.7157884007242106,0,0
OK,ok,3,0.296,0,0.0,-0.18748208231204444,0,0
Poor,poor,3,-0.4767,1,0.6931471805599453,1.0536924152163252,0,0
Asks for a lot of permissions,asks for a lot of permissions,3,0.0,3,1.3862943611198906,0.2879775414337784,0,0
App is good Still delete option not provided in super user group.,app is good still delete option not provided in super user group,3,-0.0634,9,2.302585092994046,0.3898158527360933,0,0
brain teaser,brain teaser,3,-0.25,2,1.0986122886681098,0.6895481695974803,0,0
Oky,oky,3,0.0,1,0.6931471805599453,0.2879775414337784,0,0
Nice Keep it up,nice keep it up,3,0.4215,2,1.0986122886681098,-0.3890705376502228,0,0
The disability is really bad It could be so good but it's really hard to use and relies heavily on plugins. Ie it has no built in automatic image change and no multiple source selector.,the disability is really bad it could be so good but it s really hard to use and relies heavily on plugins ie it has no built in automatic image change and no multiple source selector,3,-0.7694,18,2.9444389791664403,1.5238513066703872,0,0
Frame drop Great emulator could use a speed function though,frame drop great emulator could use a speed function though,3,0.4588,9,2.302585092994046,-0.44898487537224696,0,0
So I use this app cos I want my wifi to turn on automatically   which is happening fine   but when my mobile is not connected to any wifi networks   this app should turn off my wifi  which is not happening,so i use this app cos i want my wifi to turn on automatically which is happening fine but when my mobile is not connected to any wifi networks this app should turn off my wifi which is not happening,3,0.1406,17,2.8903717578961645,0.06213422015451231,0,0
It's cool but... I use a wx80 and apart from the fact that the flash is used even if i switch it off and that the last pic taken is never shown. I would really like to use the settings of my camera rather than a default one provided by the app.,it s cool but i use a wx and apart from the fact that the flash is used even if i switch it off and that the last pic taken is never shown i would really like to use the settings of my camera rather than a default one provided by the app,3,0.624,24,3.2188758248682006,-0.7143427464628216,0,0
It keeps telling my download is pending,it keeps telling my download is pending,3,0.0,4,1.6094379124341003,0.2879775414337784,0,0
Good app  please fix virtual memory! Virtual memory does no save  nor apply at all. Please fix because I want to give this app the rating it deserves!,good app please fix virtual memory virtual memory does no save nor apply at all please fix because i want to give this app the rating it deserves,3,0.855,17,2.8903717578961645,-1.085394006886082,0,0
Never download this app We have to download so much whole Internet means so much more than 5gb its good so much we have to download,never download this app we have to download so much whole internet means so much more than gb its good so much we have to download,3,0.4404,12,2.5649493574615367,-0.4194292771393986,0,0
Love the app itself but battery usage is excessive I have 3 IMAP email accounts configured with default settings and K-9 mail accounts for at least 10% of my daily battery consumption. By contrast  I have two Exchange accounts configured in my phone's stock email client and it doesn't even use 1% of the battery. What's the explanation?,love the app itself but battery usage is excessive i have imap email accounts configured with default settings and k mail accounts for at least of my daily battery consumption by contrast i have two exchange accounts configured in my phone s stock email client and it doesn t even use of the battery what s the explanation,3,0.3818,30,3.4339872044851463,-0.325301121897827,0,0
Outdated. Long boot up. Usually takes a long time to boot up. Just wait on the black screen a minute or so and the app should start. Get the newest nightly build from the site. Atleast Lure of the Temptress is unplayable with this version due to too sensitive context menus.,outdated long boot up usually takes a long time to boot up just wait on the black screen a minute or so and the app should start get the newest nightly build from the site atleast lure of the temptress is unplayable with this version due to too sensitive context menus,3,0.0,28,3.367295829986474,0.2879775414337784,0,0
Prices does not update since last week,prices does not update since last week,3,0.0,5,1.791759469228055,0.2879775414337784,0,0
I can't connect my work exchange account. I like the app  but I can't use it until I can connect to my work email.,i can t connect my work exchange account i like the app but i can t use it until i can connect to my work email,3,0.1901,10,2.3978952727983707,-0.017376764221900487,0,0
update krne ke bad error kyo bta rha h,update krne ke bad error kyo bta rha h,3,-0.7351,7,2.0794415416798357,1.4687558164863272,0,0
Liked it,liked it,3,0.4215,1,0.6931471805599453,-0.3890705376502228,0,0
Nyc Good,nyc good,3,0.4404,2,1.0986122886681098,-0.4194292771393986,0,0
The Sky Map Doesn't show The Galaxy At The Exact Places.,the sky map doesn t show the galaxy at the exact places,3,0.0,6,1.9459101490553132,0.2879775414337784,0,0
I like it because it is useful but it is ad to update,i like it because it is useful but it is ad to update,3,0.4019,3,1.3862943611198906,-0.3575874004021884,0,0
"Material design strikes functionality down again I didn't think it was possible  but they made the app worse. The core functionality is still there  and if all you have is 1-4 accounts that need codes  then it will work great. But the """"""""""""""""""""""""""""""""material design"""""""""""""""""""""""""""""""" theme removes content and adds needless white space. On my phone  it only fits 4 accounts on screen. The text is no bigger  they just fluffed everything up with blank space. Though they did manage to shrink the countdown wheel (arguably as important as the code) to a tiny spec  for no reason.""""",material design strikes functionality down again i didn t think it was possible but they made the app worse the core functionality is still there and if all you have is accounts that need codes then it will work great but the material design theme removes content and adds needless white space on my phone it only fits accounts on screen the text is no bigger they just fluffed everything up with blank space though they did manage to shrink the countdown wheel arguably as important as the code to a tiny spec for no reason,3,-0.3919,47,3.871201010907891,0.9174796581431974,0,0
The original was great but with the more recent updates it has turned to craps .,the original was great but with the more recent updates it has turned to craps,3,0.4939,6,1.9459101490553132,-0.5053653915664311,0,0
Enough,enough,3,0.0,1,0.6931471805599453,0.2879775414337784,0,0
Indian weather Super one for update Weather,indian weather super one for update weather,3,0.5994,6,1.9459101490553132,-0.6748281966515131,0,0
No options to delete the video or chats,no options to delete the video or chats,3,-0.296,4,1.6094379124341003,0.7634371651796013,0,0
Good D?ng t?m ???c,good d ng t m c,3,0.594,1,0.6931471805599453,-0.6661542710831769,0,0
Not Satisfied Fxns well but lags and is time consuming. PLS FIX. Will give 5 stars once amended.,not satisfied fxns well but lags and is time consuming pls fix will give stars once amended,3,-0.4163,11,2.4849066497880004,0.9566729514519747,0,0
Uninstalling Can't save video to external sd card..I don't have a huge internal memory to store 1080p videos..sorry....,uninstalling can t save video to external sd card i don t have a huge internal memory to store p videos sorry,3,-0.5559,11,2.4849066497880004,1.1809099902185856,0,0
Why does this app didn't work at my phone?,why does this app didn t work at my phone,3,0.0,3,1.3862943611198906,0.2879775414337784,0,0
Merci,merci,3,0.0,1,0.6931471805599453,0.2879775414337784,0,0
Meh Blah de blah de blah de blah de blah blah blah BLAAAHHHHH.... Blah de dirty DUUUUIIIIIRRRRTTTTTYYYYYY €BLAAAAAAHHH €BLAAAAHHHH §§~blah ¥¬¢¬£¬¬¶,meh blah de blah de blah de blah de blah blah blah blaaahhhhh blah de dirty duuuuiiiiirrrrtttttyyyyyy blaaaaaahhh blaaaahhhh blah,3,-0.8126,15,2.772588722239781,1.5932427112170748,0,0
Galaxy discover It say su binary was nit writted,galaxy discover it say su binary was nit writted,3,0.0,6,1.9459101490553132,0.2879775414337784,0,0
Good,good,3,0.4404,1,0.6931471805599453,-0.4194292771393986,0,0
Bachchu tanti Bachchu tanti,bachchu tanti bachchu tanti,3,0.0,4,1.6094379124341003,0.2879775414337784,0,0
Ok Controls too sensitive. Click close on an image and it would click the image after the X.,ok controls too sensitive click close on an image and it would click the image after the x,3,0.296,8,2.1972245773362196,-0.18748208231204444,0,0
Is nice,is nice,3,0.4215,1,0.6931471805599453,-0.3890705376502228,0,0
Great app  solid security  and good customization. Only problem is messages have been getting delivered 6-8 hours late. Kind of... pointless to use if the main function doesn't work properly. Emailed support and no response for two weeks and counting. Would gladly pay for a working version...Edit: Still no response from support. Bummed out they haven't responded.,great app solid security and good customization only problem is messages have been getting delivered hours late kind of pointless to use if the main function doesn t work properly emailed support and no response for two weeks and counting would gladly pay for a working version edit still no response from support bummed out they haven t responded,3,0.9287,36,3.6109179126442243,-1.2037770280687408,0,0
I can't update more aps,i can t update more aps,3,0.0,2,1.0986122886681098,0.2879775414337784,0,0
easy program,easy program,3,0.4404,2,1.0986122886681098,-0.4194292771393986,0,0
Is there a way to get the clock to work while in landscape mode?,is there a way to get the clock to work while in landscape mode,3,0.0,6,1.9459101490553132,0.2879775414337784,0,0
App is good yesterday i purchase this app price is 18 rs my 51 rs was debited from acc and massage was payment unsuccessful pls return my payment or active to premium,app is good yesterday i purchase this app price is rs my rs was debited from acc and massage was payment unsuccessful pls return my payment or active to premium,3,0.5267,16,2.833213344056216,-0.5580514579815086,0,0
The theme editing is good but it has way too many options!!!make them less and it will be superb!,the theme editing is good but it has way too many options make them less and it will be superb,3,0.8679,9,2.302585092994046,-1.1061150512993283,0,0
how to get games please please  reply thanks you ill waiting waiting :),how to get games please please reply thanks you ill waiting waiting,3,0.7717,9,2.302585092994046,-0.9515906735819364,0,0
No,no,3,-0.296,0,0.0,0.7634371651796013,0,0
Safesearch How do you get rid of it,safesearch how do you get rid of it,3,0.0,3,1.3862943611198906,0.2879775414337784,0,0
Does not back up Whats App messages in Gmail as it is suppose to.,does not back up whats app messages in gmail as it is suppose to,3,0.0,6,1.9459101490553132,0.2879775414337784,0,0
Great and Simple Great app for taking fuel cost. Provides just what you are looking for. I do wish it had the ability to sync to other devises and post reminders,great and simple great app for taking fuel cost provides just what you are looking for i do wish it had the ability to sync to other devises and post reminders,3,0.9217,15,2.772588722239781,-1.192533050480158,0,0
Ho,ho,3,0.0,0,0.0,0.2879775414337784,0,0
Stephanrampersad It's ok,stephanrampersad it s ok,3,0.296,1,0.6931471805599453,-0.18748208231204444,0,0
Wifi channel just up to 10? Wifi analyzer have 14,wifi channel just up to wifi analyzer have,3,0.0,4,1.6094379124341003,0.2879775414337784,0,0
The app old version,the app old version,3,0.0,3,1.3862943611198906,0.2879775414337784,0,0
Abhinandan kumar India,abhinandan kumar india,3,0.0,3,1.3862943611198906,0.2879775414337784,0,0
i like it,i like it,3,0.3612,1,0.6931471805599453,-0.29221170213713776,0,0
Good but which file i download cdi or gdi,good but which file i download cdi or gdi,3,0.2382,5,1.791759469228055,-0.09463895308059644,0,0
M4a Not supported or working properly,m a not supported or working properly,3,-0.2411,3,1.3862943611198906,0.6752522552348523,0,0
Does exactly what its supposed to I would give it 5 stars if it had tasker integration  that would make viewing videos at night so much better! Night mode is great for reading in portrait but it makes watching videos too dark. Please please please add tasker integration! Or per app profiles? Nvm figured out that I could just greenify the app in tasker and wake up app when out of landscape mode  it's kinda roundabout but it works,does exactly what its supposed to i would give it stars if it had tasker integration that would make viewing videos at night so much better night mode is great for reading in portrait but it makes watching videos too dark please please please add tasker integration or per app profiles nvm figured out that i could just greenify the app in tasker and wake up app when out of landscape mode it s kinda roundabout but it works,3,0.9197,45,3.828641396489095,-1.1893204854548483,0,0
I think that there's something wrong with the save feature.,i think that there s something wrong with the save feature,3,0.0258,5,1.791759469228055,0.24653545260728427,0,0
"It's useful.. Sorta Everytime I update it  it states """"""""""""""""""""""""""""""""google services has stopped working"""""""""""""""""""""""""""""""" OVER AND OVER. Please fix this.""""",it s useful sorta everytime i update it it states google services has stopped working over and over please fix this,3,0.1027,11,2.4849066497880004,0.1230123273841297,0,0
Pls update and add more I suggest that in armor sets. Add the whole set section. So that we can see the min and max defense and the status,pls update and add more i suggest that in armor sets add the whole set section so that we can see the min and max defense and the status,3,0.2023,15,2.772588722239781,-0.03697341087628914,0,0
Bug The cycling feature isn't working properly for me :/,bug the cycling feature isn t working properly for me,3,-0.34,5,1.791759469228055,0.834113595736413,0,0
Its ok,its ok,3,0.296,0,0.0,-0.18748208231204444,0,0
My phone was factory reset. After reinstalling the app I was expecting my accounts to be in sync after google login  but its not like that. I am still facing issues while logging into aws console.,my phone was factory reset after reinstalling the app i was expecting my accounts to be in sync after google login but its not like that i am still facing issues while logging into aws console,3,-0.395,17,2.8903717578961645,0.9224591339324273,0,0
Good Vinay,good vinay,3,0.4404,2,1.0986122886681098,-0.4194292771393986,0,0
Good Good,good good,3,0.7003,2,1.0986122886681098,-0.8369021021783833,0,0
Bug Browser opens preset page in tab but when opening link from email it only opens that first tab & you need to hit the link a second time to open it. This not an improvement  please fix.,bug browser opens preset page in tab but when opening link from email it only opens that first tab you need to hit the link a second time to open it this not an improvement please fix,3,-0.6871,21,3.091042453358316,1.3916542558788965,0,0
I think u should not keep telling people stuff,i think u should not keep telling people stuff,3,0.0,5,1.791759469228055,0.2879775414337784,0,0
It's good but Please i fell like crying i dont know how to get games free,it s good but please i fell like crying i dont know how to get games free,3,0.8151,10,2.3978952727983707,-1.0213033346311553,0,0
I use this application to travel,i use this application to travel,3,0.0,3,1.3862943611198906,0.2879775414337784,0,0
Jee Lalan,jee lalan,3,0.0,2,1.0986122886681098,0.2879775414337784,0,0
Amazing!,amazing,3,0.6239,1,0.6931471805599453,-0.7141821182115557,0,0
Not many icons  no alphabetical organization of icons.,not many icons no alphabetical organization of icons,3,0.2235,5,1.791759469228055,-0.07102660014457118,0,0
Sometimes it goes wrong   but gud,sometimes it goes wrong but gud,3,-0.2617,4,1.6094379124341003,0.7083416749955416,0,0
it's OK,it s ok,3,0.4466,0,0.0,-0.4293882287178583,0,0
Lacks too many icons Looks great but too many missing icons  even stock android apps are missing icons.,lacks too many icons looks great but too many missing icons even stock android apps are missing icons,3,-0.4678,14,2.70805020110221,1.0393965008536972,0,0
Old school Straight up old school  pretty good. Screen scrolling and movement is awkward  though  being that characters track around the screen choppily and there's no walking movements for them. Needs graphical enhancement for sure  but it also needs some kind of music. Anything. Other than that  it's pretty good.,old school straight up old school pretty good screen scrolling and movement is awkward though being that characters track around the screen choppily and there s no walking movements for them needs graphical enhancement for sure but it also needs some kind of music anything other than that it s pretty good,3,0.9081,30,3.4339872044851463,-1.170687608308052,0,0
Not bad  but keeping the current connection at the top of every screen severely limits what can otherwise be seen. Would be 5 stars otherwise. Edit: In response to first reply  since I seem to be misunderstood  it should NOT always be visible. There should be an option to hide it.,not bad but keeping the current connection at the top of every screen severely limits what can otherwise be seen would be stars otherwise edit in response to first reply since i seem to be misunderstood it should not always be visible there should be an option to hide it,3,-0.7206,25,3.258096538021482,1.4454647200528326,0,0
OK but not great,ok but not great,4,-0.5384,1,0.6931471805599453,2.1528000462471266,0,0
A very uncomfortable and weird thing in Telegram- when I want to share a webpage or a file and choose Telegram  not other apps  i can do it only to those who are in my shortlist. But what if i have to send it to a given person for the first time??? It's unfeasible. I have to paste it manually. So that is why WhatsApp or even Hangouts are preferable when you want to share links or files with someone. Is it possible to fix the issue?,a very uncomfortable and weird thing in telegram when i want to share a webpage or a file and choose telegram not other apps i can do it only to those who are in my shortlist but what if i have to send it to a given person for the first time it s unfeasible i have to paste it manually so that is why whatsapp or even hangouts are preferable when you want to share links or files with someone is it possible to fix the issue,4,0.5471,32,3.4965075614664802,0.4091803787603334,0,0
Good,good,4,0.4404,1,0.6931471805599453,0.5805707228606014,0,0
Good,good,4,0.4404,1,0.6931471805599453,0.5805707228606014,0,0
Tt's ok,tt s ok,4,0.296,0,0.0,0.8125179176879556,0,0
Me like it Ne like it because it give you all what u need to control your games,me like it ne like it because it give you all what u need to control your games,4,0.6124,6,1.9459101490553132,0.30429013068397426,0,0
nice nice,nice nice,4,0.6808,2,1.0986122886681098,0.19442040681838568,0,0
Good,good,4,0.4404,1,0.6931471805599453,0.5805707228606014,0,0
It is good,it is good,4,0.4404,1,0.6931471805599453,0.5805707228606014,0,0
good good,good good,4,0.7003,2,1.0986122886681098,0.16309789782161666,0,0
Great app. Shift issue. I love this app  though there is one critical issue: during certain periods of the year  events show as one day early. I believe that this is an issue with DST  in that Egypt cancelled it.,great app shift issue i love this app though there is one critical issue during certain periods of the year events show as one day early i believe that this is an issue with dst in that egypt cancelled it,4,0.7964,23,3.1780538303479458,0.008734148355490134,0,0
Great but one thing Should make it so the wallpaper will change faster like in 30 minutes,great but one thing should make it so the wallpaper will change faster like in minutes,4,0.7003,9,2.302585092994046,0.16309789782161666,0,0
habib verygood,habib verygood,4,0.0,2,1.0986122886681098,1.2879775414337784,0,0
Create dc folder on phone memory then create data folder in side dc folder then put dc_boot and dc_flash inside data.Make sure there named as is ....btw cool emu,create dc folder on phone memory then create data folder in side dc folder then put dc boot and dc flash inside data make sure there named as is btw cool emu,4,0.7783,20,3.044522437723423,0.03780786183454188,0,0
This app makes things easier for me to do. Thank you.,this app makes things easier for me to do thank you,4,0.6486,5,1.791759469228055,0.24614270372587033,0,0
widget not working on lockscreen Hi i have a lenovo s860 and the widget doesnt seem to work on the lock screen . doesnt pull down or anything for that matter . plz help its a really cool app love it.,widget not working on lockscreen hi i have a lenovo s and the widget doesnt seem to work on the lock screen doesnt pull down or anything for that matter plz help its a really cool app love it,4,0.8795,20,3.044522437723423,-0.12474792844612459,0,0
Does what it needs to. Good to jot down post ideas  drafts and monitor a site in general.,does what it needs to good to jot down post ideas drafts and monitor a site in general,4,0.4404,9,2.302585092994046,0.5805707228606014,0,0
Its taking long to start downloading,its taking long to start downloading,4,0.0,4,1.6094379124341003,1.2879775414337784,0,0
Good Google i like it,good google i like it,4,0.6597,3,1.3862943611198906,0.2283129678354019,0,0
helpful,helpful,4,0.4215,1,0.6931471805599453,0.6109294623497772,0,0
Love it,love it,4,0.6369,1,0.6931471805599453,0.26493620912393157,0,0
Nice It's nice,nice it s nice,4,0.6808,2,1.0986122886681098,0.19442040681838568,0,0
I love it It is very useful and easy to use,i love it it is very useful and easy to use,4,0.8899,4,1.6094379124341003,-0.14145326657773438,0,0
Everything thing is good but There is no built in pattern and I have to unlock two screen which is quite frustrating.,everything thing is good but there is no built in pattern and i have to unlock two screen which is quite frustrating,4,-0.7302,10,2.3978952727983707,2.4608850321743185,0,0
me sirvio solo porque cambie de telefono y no se perdio mi cuenta de clash royale,me sirvio solo porque cambie de telefono y no se perdio mi cuenta de clash royale,4,-0.296,9,2.302585092994046,1.7634371651796013,0,0
Good web browser,good web browser,4,0.4404,3,1.3862943611198906,0.5805707228606014,0,0
Best way to browse Wiki content! 5 stars if you improve switching between tabs. Keep up the good work!,best way to browse wiki content stars if you improve switching between tabs keep up the good work,4,0.8906,12,2.5649493574615367,-0.14257766433659302,0,0
Great app Always works great for music and podcasts. Recently the video playback stopped working for me  I tried toggling the playback format but I'm not sure which it should be. I never had to change that setting before.,great app always works great for music and podcasts recently the video playback stopped working for me i tried toggling the playback format but i m not sure which it should be i never had to change that setting before,4,0.2975,20,3.044522437723423,0.8101084939189733,0,0
Ood,ood,4,0.0,1,0.6931471805599453,1.2879775414337784,0,0
Good USEFUL ADDON,good useful addon,4,0.7603,3,1.3862943611198906,0.06672094706232823,0,0
Prince کاش زبان فارسی هم داشت .,prince,4,0.0,1,0.6931471805599453,1.2879775414337784,0,0
Just installed so no comments.,just installed so no comments,4,-0.4341,2,1.0986122886681098,1.9852647801772303,0,0
Nice,nice,4,0.4215,1,0.6931471805599453,0.6109294623497772,0,0
It is really annoying,it is really annoying,4,-0.4576,2,1.0986122886681098,2.023012419224618,0,0
Cant wait for an update... I know there's one in the works. Excited for it,cant wait for an update i know there s one in the works excited for it,4,0.34,7,2.0794415416798357,0.7418414871311438,0,0
Good  but usernames are difficult This is the best PWM app I've seen for Android and may beat out the website. However  like most of the apps here  it puts the username in the profile instead of letting me use different ones for different sites.,good but usernames are difficult this is the best pwm app i ve seen for android and may beat out the website however like most of the apps here it puts the username in the profile instead of letting me use different ones for different sites,4,0.8294,24,3.2188758248682006,-0.04427317456211899,0,0
Need more improvements in the theme section. Otherwise excellent.,need more improvements in the theme section otherwise excellent,4,0.7425,6,1.9459101490553132,0.09531277578758424,0,0
Really nice to see it working on Android 6 - and the introduction of branch actions support.,really nice to see it working on android and the introduction of branch actions support,4,0.6997,9,2.302585092994046,0.1640616673292099,0,0
Small and simple  but can't upload videos anymore Have been using this for years. I like the minimal permissions  lack of constant facelifts and updates  and ability to turn on and off with simplicity. No plans to uninstall  however I used to be able to upload videos from my phone through Tinfoil and now I can't. I can view videos in my news feed  and share video posts  but cannot see my own video folder at all  and when I browse my folders to upload none of the videos in my phone show up.,small and simple but can t upload videos anymore have been using this for years i like the minimal permissions lack of constant facelifts and updates and ability to turn on and off with simplicity no plans to uninstall however i used to be able to upload videos from my phone through tinfoil and now i can t i can view videos in my news feed and share video posts but cannot see my own video folder at all and when i browse my folders to upload none of the videos in my phone show up,4,0.5023,43,3.784189633918261,0.48114183532726873,0,0
Not bad,not bad,4,0.431,1,0.6931471805599453,0.5956697784795564,0,0
Relief,relief,4,0.4767,1,0.6931471805599453,0.5222626676512316,0,0
Has the potential to surpass ipeng some day.,has the potential to surpass ipeng some day,4,0.0,4,1.6094379124341003,1.2879775414337784,0,0
Great,great,4,0.6249,1,0.6931471805599453,0.28421159927578943,0,0
This app is so fast and so easy to use although I am not sure about the safty.,this app is so fast and so easy to use although i am not sure about the safty,4,0.4175,7,2.0794415416798357,0.6173545924003965,0,0
Porque Psp Dragon ball Shin budokai 4. file manger game save. Dowoad,porque psp dragon ball shin budokai file manger game save dowoad,4,0.4939,11,2.4849066497880004,0.4946346084335689,0,0
Liked it,liked it,4,0.4215,1,0.6931471805599453,0.6109294623497772,0,0
