text,clean,star,vader_compound,residual
"My husband and I went here after a movie out (we had a babysitter for our two kids)....we were there around 9 and the kids who worked there seemed it was there right since it wasn't busy to play....  it was terrible...the help was...our server sucked big time.  food was o.k. -  I will never go back, ever!",my husband and i went here after a movie out we had a babysitter for our two kids we were there around and the kids who worked there seemed it was there right since it wasn t busy to play it was terrible the help was our server sucked big time food was o k i will never go back ever,2,-0.1511,-0.19087449390928146
"I used to really like coming to Teriyaki Boy, but the last two visits have turned me off from using this as my go-to local teriyaki place. The rice is undercooked to the point of *many* individual grains being hard, and the counter staff acts like they are doing you a favor by deigning to serve you (mind you, they are only standing at a cash register). The Tuesday Thursday special *seems* like a good deal until you are disappointed one too many times by the entire experience. I'l gladly pay regular price for better food and service, sorry.",i used to really like coming to teriyaki boy but the last two visits have turned me off from using this as my go to local teriyaki place the rice is undercooked to the point of many individual grains being hard and the counter staff acts like they are doing you a favor by deigning to serve you mind you they are only standing at a cash register the tuesday thursday special seems like a good deal until you are disappointed one too many times by the entire experience i l gladly pay regular price for better food and service sorry,2,0.9656,-1.5482401577427112
"OK so your a noodle place...I did not see one sign of making the noodles or do they.? Had chicken lo mein but did not see the chicken I asked and was told its there.....Oh really   sure it is... And that and a  million dollars and you will win the Lotto.As I tasted the bowl of noodles there was a strong vinegar taste . Not sure if I have ever had Lo mein that had a Vinegar taste  still trying to figure that one out.             Maybe pickles got dropped in the noodles?As you can see not many people for lunch but, there was a long line next door at Zaxbys?The King of fast food HUH?",ok so your a noodle place i did not see one sign of making the noodles or do they had chicken lo mein but did not see the chicken i asked and was told its there oh really sure it is and that and a million dollars and you will win the lotto as i tasted the bowl of noodles there was a strong vinegar taste not sure if i have ever had lo mein that had a vinegar taste still trying to figure that one out maybe pickles got dropped in the noodles as you can see not many people for lunch but there was a long line next door at zaxbys the king of fast food huh,2,0.9655,-1.5481186062370398
"They have have all of the top of the line equipment.  Everytime I go the store, I find what I need.  However I run into more problems here than solutions, starting with extremely high prices.  I can find cheaper costs at everyone of Tempe acarmea's competitors, whether the product is for purchase or rent.  I have yet to have a visit in which their pompous employees don't strut about, telling me they knowneverything [that I already know as well].  It is almost as if they think they are the only persons in the world to ever use a camera.  I once took my film camera in to replace a battery, and the clerk put the thing in upside down.  If there were a 1-10 scale for customer service, Tempe Camera would fall at a -6.",they have have all of the top of the line equipment everytime i go the store i find what i need however i run into more problems here than solutions starting with extremely high prices i can find cheaper costs at everyone of tempe acarmea s competitors whether the product is for purchase or rent i have yet to have a visit in which their pompous employees don t strut about telling me they knowneverything that i already know as well it is almost as if they think they are the only persons in the world to ever use a camera i once took my film camera in to replace a battery and the clerk put the thing in upside down if there were a scale for customer service tempe camera would fall at a,2,-0.1263,-0.22101926731580868
"The place is a dump! Poor service.... It took over ten minutes to get coffee and another five for the Non-Dairy Creamer.... (they have no cream!)   The food didn't make me ill, which was a plus, but it is nothing to write home about either.   I felt like I was doing myself a disfavor by even sitting there. The line to get into the buffet was long for a less-than-average selection and the restaurant didn't even have Keno, so that I could waste away slowly and possibly not tell that I was in decay....   Two stars because I didn't have to get my stomach pumped afterward.",the place is a dump poor service it took over ten minutes to get coffee and another five for the non dairy creamer they have no cream the food didn t make me ill which was a plus but it is nothing to write home about either i felt like i was doing myself a disfavor by even sitting there the line to get into the buffet was long for a less than average selection and the restaurant didn t even have keno so that i could waste away slowly and possibly not tell that i was in decay two stars because i didn t have to get my stomach pumped afterward,2,-0.6385,0.40156754473351763
"I'd been looking forward to trying this place since it opened, and tonight seemed like as good a night as any!  I was the only customer, and the high school kid working was very friendly.    Unfortunately, I was disappointed with the actual yogurt.  They have a larger selection of flavors compared to some other yogurt places, so I tried three flavors: pistachio, chocolate, and coconut.  The pistachio was...weird.  It didn't taste like pistachios, or like any pistachio ice cream or yogurt I've ever tasted.  It was tart and just very strange.  The coconut was overpowering--very sweet and almost chemical-like.  I think the chocolate was fine, but I only just managed to taste it; it was almost totally overwhelmed by the coconut.  The toppings choices were lacking compared to other area choices.  Fewer options both for fruit and non-fruit.  Price was the standard $.42 per ounce.    All things considered, I'm not impressed.  Oh well.",i d been looking forward to trying this place since it opened and tonight seemed like as good a night as any i was the only customer and the high school kid working was very friendly unfortunately i was disappointed with the actual yogurt they have a larger selection of flavors compared to some other yogurt places so i tried three flavors pistachio chocolate and coconut the pistachio was weird it didn t taste like pistachios or like any pistachio ice cream or yogurt i ve ever tasted it was tart and just very strange the coconut was overpowering very sweet and almost chemical like i think the chocolate was fine but i only just managed to taste it it was almost totally overwhelmed by the coconut the toppings choices were lacking compared to other area choices fewer options both for fruit and non fruit price was the standard per ounce all things considered i m not impressed oh well,2,0.1212,-0.5218592438527248
"oh how i wished i check yelp before taking our concierge's advice about eating here.  the food was not good and was VERY pricey, i wish i went to the capital grille if i knew we were going to drop this much money, at least there i would have gotten a great steak and been satisfied.",oh how i wished i check yelp before taking our concierge s advice about eating here the food was not good and was very pricey i wish i went to the capital grille if i knew we were going to drop this much money at least there i would have gotten a great steak and been satisfied,2,0.7946,-1.3403870830444786
"Decent place, friendly staff, but poor wine list.  I asked the staff about the list and was told the owners only want to carry wines that nobody else does.  My guess is that they want to carry wines that you are not familiar with so you don't know how badly you are getting ripped off.  I had a $10 glass of a $11 bottle of wine (retail).  It was ok, and I expect high prices at a bar but I at least want a decent glass.",decent place friendly staff but poor wine list i asked the staff about the list and was told the owners only want to carry wines that nobody else does my guess is that they want to carry wines that you are not familiar with so you don t know how badly you are getting ripped off i had a glass of a bottle of wine retail it was ok and i expect high prices at a bar but i at least want a decent glass,2,0.6631,-1.180546853086481
"I remember coming to this buffet as a child. Ignorance is truly bliss when you're a child. You can't distinguish between bad food and good tasting food. Being able to just enjoy McDonalds, without being drunk.  @ Snow Crab - Its just crab, nothing spectacular about them. Doesn't have the fresh or sweetness taste to them. Unlike the Wynn or Bellagio, the Rio doesn't split the legs in half for you. One of the waiter gave me a tool to assist in splitting the crab legs, but the tool was worthless.  @ Prime Rib - The staple meat at buffet that actually delivers. It came out nice and red, as it should be. Now this isn't as good as Lawrys, but it was acceptable for a buffet. If it wasn't for this, I would have felt jipped here.  @ Sushi (California, Shrimp, Salmon, Tuna) - Disgusting. You can find better sushi at a gas station in Baker when you're heading to Vegas.  @ Pho - You get more flavor eating rice crackers seasoned with salt and pepper. The noodle was a mushy mess and the broth was probably made using beef powder to get the beef broth. The beef was sitting in the pool of water, letting it sit there to get well done, aka burn to a crisp beef.  @ Mashed Potatoes - It wasn't the worst I had, but it was pretty bad. Need a little more seasoning or butter.  @ Salmon - This was a salmon steak that the \""chefs\"" just brought out. it was so hard that I was considering giving it to one of our neighbor juveniles instead of using rocks. It'll still break windows when you throw the salmon at it, but at least its biodegradable!  @ Lasagna - Just last week I had the lasgna you get from Costco. That stuff tasted a lot better than the stuff here. It just lacks the meat or cheeses for it to truly be a good. Garfield disapproves of this dish.   @ Mussels - This was in some black bean sauce. It had a funky spicy kick. The sauce just overpowered the taste of the mussels.  @ Velvet Cake - This was almost redder than my prime rib. It was good however.   @ Brownie - I think the NHL accidentally delivered hockey pucks to the Rio. It did taste fine once you're able to break it up and get it into your mouth.  @ Carrot Cake - One of the better deserts here. You can just taste a hint of the carrot and the cake was just moist and delicious.   @ Chocolate Cake - This was some weird tasting chocolate cake. Pass.   @ Coconut Gelato - I love coconut and this was my favorite gleato out of the bunch.   @ Tirmasu Gelato - This is coffee, not tirmasu. I don't like coffee, so I didn't like this gelato at all.   @ Oreo Gelato - They went a little overboard on the cookies, you can't even taste the gelato.  @ Coconut Cream Pie - It was just okay. Not great or bad.  @ Cream Puff - Yum. Similar to the ones you find in Asian bakeries on Spring Mountain.  @ Lemonade / Ice Tea - The drinks that comes with the dinner just tasted weird. It just didn't taste right. I tried 3 different glasses of drink and it all tasted the same. Can't even execute something as simple as flavored sugar water.  I did use my locals discount which was suppose to be good for a 2 for 1 or 50% off your buffet. Instead, our party of 3 got 50% for everyone, so our total came out to $36 or $12 per person. For $12 this buffet is worth it, otherwise I wouldn't spend $25 at this buffet. I rather go to a regular restaurant for $25 and get better food.  Our server was truly nice, but even he can't do much if the quality of food just sucks. I noticed the plates weren't really that clean, with a noticeable dark sheen on it, gross! The floors wasn't swept when food fell down. The buffet area wasn't wiped clean. I stepped on some kind of desert. Gross.  For half off, its not a bad deal eating here. At full price, just avoid Vegas buffets and go to like Cheesecake Factory instead. If you want to do buffet, do Studio B or the Wynn buffet. Quality of food is abysmal and you should just go elsewhere.",i remember coming to this buffet as a child ignorance is truly bliss when you re a child you can t distinguish between bad food and good tasting food being able to just enjoy mcdonalds without being drunk snow crab its just crab nothing spectacular about them doesn t have the fresh or sweetness taste to them unlike the wynn or bellagio the rio doesn t split the legs in half for you one of the waiter gave me a tool to assist in splitting the crab legs but the tool was worthless prime rib the staple meat at buffet that actually delivers it came out nice and red as it should be now this isn t as good as lawrys but it was acceptable for a buffet if it wasn t for this i would have felt jipped here sushi california shrimp salmon tuna disgusting you can find better sushi at a gas station in baker when you re heading to vegas pho you get more flavor eating rice crackers seasoned with salt and pepper the noodle was a mushy mess and the broth was probably made using beef powder to get the beef broth the beef was sitting in the pool of water letting it sit there to get well done aka burn to a crisp beef mashed potatoes it wasn t the worst i had but it was pretty bad need a little more seasoning or butter salmon this was a salmon steak that the chefs just brought out it was so hard that i was considering giving it to one of our neighbor juveniles instead of using rocks it ll still break windows when you throw the salmon at it but at least its biodegradable lasagna just last week i had the lasgna you get from costco that stuff tasted a lot better than the stuff here it just lacks the meat or cheeses for it to truly be a good garfield disapproves of this dish mussels this was in some black bean sauce it had a funky spicy kick the sauce just overpowered the taste of the mussels velvet cake this was almost redder than my prime rib it was good however brownie i think the nhl accidentally delivered hockey pucks to the rio it did taste fine once you re able to break it up and get it into your mouth carrot cake one of the better deserts here you can just taste a hint of the carrot and the cake was just moist and delicious chocolate cake this was some weird tasting chocolate cake pass coconut gelato i love coconut and this was my favorite gleato out of the bunch tirmasu gelato this is coffee not tirmasu i don t like coffee so i didn t like this gelato at all oreo gelato they went a little overboard on the cookies you can t even taste the gelato coconut cream pie it was just okay not great or bad cream puff yum similar to the ones you find in asian bakeries on spring mountain lemonade ice tea the drinks that comes with the dinner just tasted weird it just didn t taste right i tried different glasses of drink and it all tasted the same can t even execute something as simple as flavored sugar water i did use my locals discount which was suppose to be good for a for or off your buffet instead our party of got for everyone so our total came out to or per person for this buffet is worth it otherwise i wouldn t spend at this buffet i rather go to a regular restaurant for and get better food our server was truly nice but even he can t do much if the quality of food just sucks i noticed the plates weren t really that clean with a noticeable dark sheen on it gross the floors wasn t swept when food fell down the buffet area wasn t wiped clean i stepped on some kind of desert gross for half off its not a bad deal eating here at full price just avoid vegas buffets and go to like cheesecake factory instead if you want to do buffet do studio b or the wynn buffet quality of food is abysmal and you should just go elsewhere,2,0.9964,-1.5856780214895272
"Ate here on Saturday with a groupon and gotta agree with Lauren M. If you want good Brazilian BBQ just go to Texas de Brazil. Its not that this place is bad, its just put to shame by Texas de Brazil. Atmosphere here is more like buffet, while TdB is upscale restaurant. You could impress a date at TdB not Pampas. Service was about equal, but i don't ask for much at Brazilian BBQ, just stop by with meats frequently and don't leave me waiting when I am ready to go. Both places accomplished that.   Ultimately the meat is what really differentiates the star status for these to for me. TdB just seemed fresher and better cooked. Most of my meats were overcooked at Pampas here. At TdB the meat guys (is that what they are called? Eh I'll go with it) at least tell you if meat is cooked med. rare, med. or well done. At Pampas i was left guessing with most of them seeming well done, while I am a medium rare fan. The only thing cooked proper to me was Pampas's Sirloin. The filet, lamb and everything else was all over cooked. Also Salad bar is better at TdB.   I would say it was worth the discounted price with groupon but I would not pay full price when i could add a couple bucks more to go to Texas de Brazil.",ate here on saturday with a groupon and gotta agree with lauren m if you want good brazilian bbq just go to texas de brazil its not that this place is bad its just put to shame by texas de brazil atmosphere here is more like buffet while tdb is upscale restaurant you could impress a date at tdb not pampas service was about equal but i don t ask for much at brazilian bbq just stop by with meats frequently and don t leave me waiting when i am ready to go both places accomplished that ultimately the meat is what really differentiates the star status for these to for me tdb just seemed fresher and better cooked most of my meats were overcooked at pampas here at tdb the meat guys is that what they are called eh i ll go with it at least tell you if meat is cooked med rare med or well done at pampas i was left guessing with most of them seeming well done while i am a medium rare fan the only thing cooked proper to me was pampas s sirloin the filet lamb and everything else was all over cooked also salad bar is better at tdb i would say it was worth the discounted price with groupon but i would not pay full price when i could add a couple bucks more to go to texas de brazil,2,0.9775,-1.5627047869176174
"This place is called Express Oil Change and has a side business called \""Same Day Mechanical.\"" I had my pick up in for coolant leak.  They said lower intake manifold gasket cause.  Book time to repair 3.6hours.  Should be done in 1/2 to one full day.  I agreed. It took them 5 (five) full working days to repair.  YES \""FIVE\"" days.  Should have know what to expect.  Took 1/2 day for diagnosis.  Told would be done next day. Day 2-not done.  Excuse: only one mechanic on duty.  No other A-techs. Day 3-not done:  Top of engine in pieces.  Mechanic says \""I used to work for GM dealer.\"" \""I want to 'focus' on getting this done.\""  \""I'm gonna stay late tonight and finish.\""   \""Will be done by noon tomorrow.\"" Day 4-not done:  Top of engine STILL in pieces.  Mechanic says \""It will be done shortly\"".  SHIT AC compressor was not even in place.  No F****in way it could have been done. Day 5.  Go in.  2 other A-techs working on it.  Mechanic who said he needed, and wanted to, focus on it was not there.  It was his day off.  Was not done.  They finished up after hours.  Truck working fine now.  Runs well. Price OK.  Big jobs like this never cheap.  So, if you want just a quickie oil change.  Good luck.  If you have a more complicated mechanical issue they can get it done, but NOT in a reasonable, timely manner.  Oh yea, on way out a lady brought in her FIAT to get an oil change.  5 A-techs stood around in trying to figure out how to get oil filter removed....... (5 big guys standing around this lil car looking at each other.  Hilarious.) . . Be careful my friends .",this place is called express oil change and has a side business called same day mechanical i had my pick up in for coolant leak they said lower intake manifold gasket cause book time to repair hours should be done in to one full day i agreed it took them five full working days to repair yes five days should have know what to expect took day for diagnosis told would be done next day day not done excuse only one mechanic on duty no other a techs day not done top of engine in pieces mechanic says i used to work for gm dealer i want to focus on getting this done i m gonna stay late tonight and finish will be done by noon tomorrow day not done top of engine still in pieces mechanic says it will be done shortly shit ac compressor was not even in place no f in way it could have been done day go in other a techs working on it mechanic who said he needed and wanted to focus on it was not there it was his day off was not done they finished up after hours truck working fine now runs well price ok big jobs like this never cheap so if you want just a quickie oil change good luck if you have a more complicated mechanical issue they can get it done but not in a reasonable timely manner oh yea on way out a lady brought in her fiat to get an oil change a techs stood around in trying to figure out how to get oil filter removed big guys standing around this lil car looking at each other hilarious be careful my friends,2,0.8889,-1.4550101528926853
"Not sure what everyone is raving about. Prices are good, but the pizza is bland. About the same crust as a NY-style pizza, but it's no where near as good as the real thing in NYC.  Tried some of their wings also.  I like that they really douse them in sauce, but they're small, tough, and fairly poor on the quality scale as far as chicken goes.  I won't be going back.",not sure what everyone is raving about prices are good but the pizza is bland about the same crust as a ny style pizza but it s no where near as good as the real thing in nyc tried some of their wings also i like that they really douse them in sauce but they re small tough and fairly poor on the quality scale as far as chicken goes i won t be going back,2,-0.0338,-0.333454410061929
"Affordable clothes that last 2-3 washings, over packed, limited size racks. You might find one size large in a sea of small and XS. You might be a small in one shirt and a large in another. Do not ever buy a pair of the pants without trying them first, if you can brave the dirty, unkempt fitting rooms. If you do attempt buying anything without trying it on, good luck with the return policy. I visited this location today on a search for some inexpensive layering tee's. I asked one associate whom was gossiping to her friend about another employee where I could locate a different size. She informed me that she could not leave \""her area\"" and that she didn't know what sizes are left and that I should go ask the girl in the front of the store. I proceeded to the front of the store to find the tee's I was looking for strewn across a table that looked like it had been hit by a tornado. I am not expecting to get Barney's level service in a Forever 21 but come on! The only redeeming factor was that the associate at the register was friendly and asked how my day was going. He seemed at least semi-interested in providing a decent experience at the register. My suggestion, only go here if you are in need of some inexpensive accessories or layering tees and try to avoid it at all costs on a busy weekend. Best bet midweek after work.",affordable clothes that last washings over packed limited size racks you might find one size large in a sea of small and xs you might be a small in one shirt and a large in another do not ever buy a pair of the pants without trying them first if you can brave the dirty unkempt fitting rooms if you do attempt buying anything without trying it on good luck with the return policy i visited this location today on a search for some inexpensive layering tee s i asked one associate whom was gossiping to her friend about another employee where i could locate a different size she informed me that she could not leave her area and that she didn t know what sizes are left and that i should go ask the girl in the front of the store i proceeded to the front of the store to find the tee s i was looking for strewn across a table that looked like it had been hit by a tornado i am not expecting to get barney s level service in a forever but come on the only redeeming factor was that the associate at the register was friendly and asked how my day was going he seemed at least semi interested in providing a decent experience at the register my suggestion only go here if you are in need of some inexpensive accessories or layering tees and try to avoid it at all costs on a busy weekend best bet midweek after work,2,0.9255,-1.4994980039684473
"The Cafe on Main in Sharpsburg is often overlooked when Pittsburghers are pondering where to go for breakfast. I've always thought it was a shame that this place wasn't more popular as they serve a very good breakfast.  Their pancakes are flavorful and come with many options (blueberry, banana & chocolate hazelnut, choc chip & pecan, etc), their omelets are loaded with fixin's, they use a quality ciabatta bread for their breakfast sandwiches, their corned beef hash is outstanding, etc.  The only breakfast item that I would ding are their sausage links.  They look, taste, and have the texture of pre-made, pre-cooked, links that have been microwaved. In fact the sausage links seem like what you'd get at McDonalds.   So, you're probably wondering why did I give them just 2 stars?  Well, I brought my brother, sister-in-law, & nephews in from out east and my mom & Dad in from the North Hills to enjoy a Father's Day brunch at the Cafe on Main.  My Dad arrived early and took a seat in their waiting area.  Dad gave an older \""gentleman\"" who appeared to be running things (the owner?) his name and the size of our group and was curtly told \""we don't seat you until everyone is here.\"" My Dad clearly wasn't asking to be seated in the dining room yet - he had settled in on a chair in the waiting area. A few minutes later my Dad asked this \""gentleman\"" if he could have a cup of coffee. The response? \""I'm waiting on customers.\""  So I suppose an elderly man who has told you that a group of 7 will be eating at your establishment on Father's Day isn't a \""customer\""?   Our full group arrived and after waiting about 15 more minutes (Dad had patiently waited, with no beverage, over 45 min) , we were seated.     Our waitress was nice and helpful.  She would disappear for long stretches but we knew it was a busy day for them so we didn't get frustrated.  As various people finished eating she was quite prompt with clearing the table, which we appreciated. As our meal was winding down, I paid the check so that would be taken care of and we could leave as soon as everyone finished eating.  Given that it was a holiday and I could see how hard she was working while keeping a smile on her face, I left a 30% tip.   So, it seems we have a delightful Dad's Day, right?  Well, almost.  Despite the fact that two people in our group were still eating, the \""gentleman\"" who was running the show came over to our table and quite rudely told us that \""people were waiting\"" and we needed to \""move on out.\""  His tone was abrasive and there was not even a hint of courtesy.  Please keep in mind that we had waited to be seated too, once we were seated the waitress did quickly ask for our order but when we asked for a \""few more minutes\"" we ended up waiting almost 15 to get her back to the table. The food was also slow to come out.  What I'm saying is that we weren't dilly-dallying and holding up progress. We were at the table a good 30 minutes with no food.  We had been at the table about 1 hr and 15 min when the \""gentleman\"" essentially kicked us out. About 40% of that time was waiting on his restaurant to serve us. Two of us were still eating when he asked us to leave!   I understand that small restaurants need a turnover but there's a polite way to encourage your guests to finish up and there's this \""gentleman's\"" way.  Both my brother and father, the two we were celebrating today, were disgusted by this \""gentleman's\"" behavior and told me that they would never come back here.  A lovely meal ruined by a crabby ol' man with a sharp tounge.",the cafe on main in sharpsburg is often overlooked when pittsburghers are pondering where to go for breakfast i ve always thought it was a shame that this place wasn t more popular as they serve a very good breakfast their pancakes are flavorful and come with many options blueberry banana chocolate hazelnut choc chip pecan etc their omelets are loaded with fixin s they use a quality ciabatta bread for their breakfast sandwiches their corned beef hash is outstanding etc the only breakfast item that i would ding are their sausage links they look taste and have the texture of pre made pre cooked links that have been microwaved in fact the sausage links seem like what you d get at mcdonalds so you re probably wondering why did i give them just stars well i brought my brother sister in law nephews in from out east and my mom dad in from the north hills to enjoy a father s day brunch at the cafe on main my dad arrived early and took a seat in their waiting area dad gave an older gentleman who appeared to be running things the owner his name and the size of our group and was curtly told we don t seat you until everyone is here my dad clearly wasn t asking to be seated in the dining room yet he had settled in on a chair in the waiting area a few minutes later my dad asked this gentleman if he could have a cup of coffee the response i m waiting on customers so i suppose an elderly man who has told you that a group of will be eating at your establishment on father s day isn t a customer our full group arrived and after waiting about more minutes dad had patiently waited with no beverage over min we were seated our waitress was nice and helpful she would disappear for long stretches but we knew it was a busy day for them so we didn t get frustrated as various people finished eating she was quite prompt with clearing the table which we appreciated as our meal was winding down i paid the check so that would be taken care of and we could leave as soon as everyone finished eating given that it was a holiday and i could see how hard she was working while keeping a smile on her face i left a tip so it seems we have a delightful dad s day right well almost despite the fact that two people in our group were still eating the gentleman who was running the show came over to our table and quite rudely told us that people were waiting and we needed to move on out his tone was abrasive and there was not even a hint of courtesy please keep in mind that we had waited to be seated too once we were seated the waitress did quickly ask for our order but when we asked for a few more minutes we ended up waiting almost to get her back to the table the food was also slow to come out what i m saying is that we weren t dilly dallying and holding up progress we were at the table a good minutes with no food we had been at the table about hr and min when the gentleman essentially kicked us out about of that time was waiting on his restaurant to serve us two of us were still eating when he asked us to leave i understand that small restaurants need a turnover but there s a polite way to encourage your guests to finish up and there s this gentleman s way both my brother and father the two we were celebrating today were disgusted by this gentleman s behavior and told me that they would never come back here a lovely meal ruined by a crabby ol man with a sharp tounge,2,0.9915,-1.579721997711625
I went to them and its a very cute salon and also very clean which is a plus for me. They didn't really talk to the people in their i don't know if their shy or that's just how they are. Not sure on their prices i thought the spa pedicure was more then other places its $24 for the basic but when i checked out he said $29 so i don't know if they include tip or what but i didn't get any designs just a pedicure and that's it. I wanted to try them because i recently moved here and drive about 40 minutes to my old nail salon and wanted to see how they are. I don't honestly think i will go back again just on the experience i had. My toes look good but she got clear nail polish on my toe so i had to clean that when i got home. I don't want you think its a horrible place because its not just not what i am use to. I will continue to go to my old place but i think everyone should try somewhere new at least once.,i went to them and its a very cute salon and also very clean which is a plus for me they didn t really talk to the people in their i don t know if their shy or that s just how they are not sure on their prices i thought the spa pedicure was more then other places its for the basic but when i checked out he said so i don t know if they include tip or what but i didn t get any designs just a pedicure and that s it i wanted to try them because i recently moved here and drive about minutes to my old nail salon and wanted to see how they are i don t honestly think i will go back again just on the experience i had my toes look good but she got clear nail polish on my toe so i had to clean that when i got home i don t want you think its a horrible place because its not just not what i am use to i will continue to go to my old place but i think everyone should try somewhere new at least once,2,0.6247,-1.1338710749086323
"Bad sign when the salsa tastes bad.  Not bad-boring, like, bad-bad.  Like there was something unpleasant in it.  We ordered an appetizer platter with a few different dips.  This wasn't bad-bad, just bad-bland.  By the time our entrees arrived, I wasn't too excited.  They were okay.  I had the mahi crisp, which is kind of like a tortilla pizza, I guess, and that was probably the best of the bunch.  Still, the described tamarind sauce didn't taste like tamarind, and the wasabi flavoring didn't have any bite.  Worst of our group was my wife's veggie torta - the vegetables were sparse and had a burnt aftertaste.  When I heard the place was \""contemporary Mexican,\"" I was hoping for something like Gallo Blanco's delicious interpretations of Mexican classics, but, overall, the place felt like an extremely expensive Taco Bell.  Attempts at \""fusion\"" or \""innovative\"" Mexican cuisine don't really work if the end result doesn't even slightly resemble authentic Mexican food - or doesn't even have a bold flavor at all, period.  I don't think there was a leaf of cilantro in our entire meal.  At these prices, the food should at least be notable enough to have a strong opinion about.  And, to add insult to injury, the service we got was terrible - when one of our friends asked if an appetizer would make a suitable entree, portion-wise, the waitress literally sneered at her - \""I don't know how much you eat.\""",bad sign when the salsa tastes bad not bad boring like bad bad like there was something unpleasant in it we ordered an appetizer platter with a few different dips this wasn t bad bad just bad bland by the time our entrees arrived i wasn t too excited they were okay i had the mahi crisp which is kind of like a tortilla pizza i guess and that was probably the best of the bunch still the described tamarind sauce didn t taste like tamarind and the wasabi flavoring didn t have any bite worst of our group was my wife s veggie torta the vegetables were sparse and had a burnt aftertaste when i heard the place was contemporary mexican i was hoping for something like gallo blanco s delicious interpretations of mexican classics but overall the place felt like an extremely expensive taco bell attempts at fusion or innovative mexican cuisine don t really work if the end result doesn t even slightly resemble authentic mexican food or doesn t even have a bold flavor at all period i don t think there was a leaf of cilantro in our entire meal at these prices the food should at least be notable enough to have a strong opinion about and to add insult to injury the service we got was terrible when one of our friends asked if an appetizer would make a suitable entree portion wise the waitress literally sneered at her i don t know how much you eat,2,-0.9174,0.7405746940512785
"This place has a serious identity crisis. The facade of the building looks interesting and authentic, like it would be a place to get a great beer, meet some interesting people and eat good bar food. The inside, however, has the Disney channel blasting on the flat screen and horrible drinks. There was one waitress for the entire place, who apparently was the owner's wife, and was getting no help from the owner who sat and watched her work. They had a $4 Bloody Mary special, so I gave it a go; and I tried the bacon cheeseburger. The Mary was so bland and boring. It came with no fixin's, was made with tomato juice, cheap vodka and pretty much nothing else. The burger was OK. I doubt I'll be back here.",this place has a serious identity crisis the facade of the building looks interesting and authentic like it would be a place to get a great beer meet some interesting people and eat good bar food the inside however has the disney channel blasting on the flat screen and horrible drinks there was one waitress for the entire place who apparently was the owner s wife and was getting no help from the owner who sat and watched her work they had a bloody mary special so i gave it a go and i tried the bacon cheeseburger the mary was so bland and boring it came with no fixin s was made with tomato juice cheap vodka and pretty much nothing else the burger was ok i doubt i ll be back here,2,0.7327,-1.2651467010338315
Horrible service!!! Had to two wait two hours and I just left just to take my permit test! Get here early . Will try again tomorrow just to take my permit test.,horrible service had to two wait two hours and i just left just to take my permit test get here early will try again tomorrow just to take my permit test,2,-0.6876,0.4612493340182149
"I've stayed at The Cosmopolitan quite a few times now, every time with a high floor fountain view and its be wonderful! However.. We just stayed here for my girlfriends birthday last week and were \""upgraded\"" to a different room than what I had booked. Sounded good at the time but what we ended up with was a room with the view of a roof (literally only 20 feet between us and the roof to Marquee[I think]) and a Japanese bathtub that was pretty awkward and uninviting. After many many great stays at the Cosmo they definitely dropped the ball this time. Time to search for the next great experience that Vegas has to offer! It's been real Cosmo.",i ve stayed at the cosmopolitan quite a few times now every time with a high floor fountain view and its be wonderful however we just stayed here for my girlfriends birthday last week and were upgraded to a different room than what i had booked sounded good at the time but what we ended up with was a room with the view of a roof literally only feet between us and the roof to marquee i think and a japanese bathtub that was pretty awkward and uninviting after many many great stays at the cosmo they definitely dropped the ball this time time to search for the next great experience that vegas has to offer it s been real cosmo,2,0.9754,-1.5601522052985164
"The only reason that I gave them 2 stars is because of the service. If this review was based on the food quality it would be a single star. I have been going to Hugo's for 30 years and by far this was the worst food I ever had there. This food was way over priced for the quality. 2nd Street Grill at the Fremont across the street has a better quality steak dinner for 50% less. I was so dissatisfied with this visit. I know the new owners also own some bars in town: if they are trying to bring \""bar quality\"" food to Hugo's, it's a big mistake. Sorry to say I will never go back to Hugo's.",the only reason that i gave them stars is because of the service if this review was based on the food quality it would be a single star i have been going to hugo s for years and by far this was the worst food i ever had there this food was way over priced for the quality nd street grill at the fremont across the street has a better quality steak dinner for less i was so dissatisfied with this visit i know the new owners also own some bars in town if they are trying to bring bar quality food to hugo s it s a big mistake sorry to say i will never go back to hugo s,2,-0.7868,0.5818284276443242
